ID,OWNERID,ISDELETED,NAME,CURRENCYISOCODE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,LASTVIEWEDDATE,LASTREFERENCEDDATE,ANALYSIS_CODE__C,ANALYSIS_DIMENSION__C,ANALYSIS_NAME_DEL__C,LABEL__C,SHORT_HEADING__C,STATUS__C,LA1_CODE_LEGAL_ENTITY__C,LA2__C
a3Sb00000004Mi3EAE,005b0000001FVCNAA4,FALSE,N100,GBP,1414145145000,005b0000001FVCNAA4,1555079304000,005b0000001FVCNAA4,1555079304000,,,N100,03,,Optimisation,Optimisation,,a3Qb000000000tGEAQ,EVA - N11 - Optimisation
a3Sb00000004NPzEAM,005b0000000L061AAC,FALSE,PJ04,GBP,1419335880000,005b0000000L061AAC,1424887614000,005b0000000L061AAC,1424887614000,,,PJ04,03,,PCA,,,a3Qb000000000tJEAQ,
a3Sb00000004NQ9EAM,005b0000000L061AAC,FALSE,E32,GBP,1419338538000,005b0000000L061AAC,1424887608000,005b0000000L061AAC,1527903213000,,,E32,03,,ARK Masterclasses,,,a3Qb000000000tJEAQ,
a3Sb00000004NQJEA2,005b0000000L061AAC,FALSE,R24,GBP,1419338578000,005b0000000L061AAC,1554993016000,005b0000001FVCNAA4,1554993016000,,,R24,03,,ARK Reports,,,a3Qb000000000tJEAQ,ARK - AR1 Ark Reports
a3Sb00000004NQOEA2,005b0000000L061AAC,FALSE,MC01,GBP,1419338594000,005b0000000L061AAC,1424887578000,005b0000000L061AAC,1424887578000,,,MC01,03,,MC01,,,a3Qb000000000tJEAQ,
a3Sb00000004NTSEA2,005b0000000L061AAC,FALSE,B000A,GBP,1421322982000,005b0000000L061AAC,1424887597000,005b0000000L061AAC,1424887597000,,,B000A,03,,Waterlow Legal Costs,,,a3Qb000000000tLEAQ,
a3Sb00000004NWWEA2,005b0000000L061AAC,FALSE,G048,GBP,1421665781000,005b0000000L061AAC,1424887585000,005b0000000L061AAC,1424887585000,,,G048,03,,Waterlow Directory 2014,,,a3Qb000000000tJEAQ,
a3Sb00000004NWbEAM,005b0000000L061AAC,FALSE,G049,GBP,1421665801000,005b0000000L061AAC,1554992752000,005b0000001FVCNAA4,1554992752000,,,G049,03,,Waterlow Directory 2015,,,a3Qb000000000tJEAQ,ARK - A6B LEGAL
a3Sb00000004OTnEAM,005b0000000L061AAC,FALSE,3600,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1483065438000,,,3600,03,3600,DATA - Cancer Network,,,a3Qb000000000swEAA,
a3Sb00000004OTpEAM,005b0000000L061AAC,FALSE,3608,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,1632325288000,1632325288000,3608,03,3608,BOL - Allied Health Professionals,,,a3Qb000000000swEAA,
a3Sb00000004OTrEAM,005b0000000L061AAC,FALSE,3610,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,1632325288000,1632325288000,3610,03,3610,DATA - Local Government,,,a3Qb000000000swEAA,
a3Sb00000004OTsEAM,005b0000000L061AAC,FALSE,3612,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,1632325288000,1632325288000,3612,03,3612,BOL - Dentists,,,a3Qb000000000swEAA,
a3Sb00000004OTtEAM,005b0000000L061AAC,FALSE,3613,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,1632325288000,1632325288000,3613,03,3613,BOL - Local Government,,,a3Qb000000000swEAA,
a3Sb00000004OTuEAM,005b0000000L061AAC,FALSE,3614,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,1632325288000,1632325288000,3614,03,3614,BOL - Smoking Cessation,,,a3Qb000000000swEAA,
a3Sb00000004OTvEAM,005b0000000L061AAC,FALSE,3616,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,1632325288000,1632325288000,3616,03,3616,BOL - Practice Managers & Admin,,,a3Qb000000000swEAA,
a3Sb00000004OTxEAM,005b0000000L061AAC,FALSE,3618,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,1632325289000,1632325289000,3618,03,3618,BOL - Primary Care Commissioning,,,a3Qb000000000swEAA,
a3Sb00000004OTyEAM,005b0000000L061AAC,FALSE,3620,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3620,03,3620,DATA - GP Practices,,,a3Qb000000000swEAA,
a3Sb00000004OTzEAM,005b0000000L061AAC,FALSE,3623,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3623,03,3623,BOL - GP Practices,,,a3Qb000000000swEAA,
a3Sb00000004OU0EAM,005b0000000L061AAC,FALSE,3630,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1481747756000,,,3630,03,3630,DATA - Estates & Facilities,,,a3Qb000000000swEAA,
a3Sb00000004OU1EAM,005b0000000L061AAC,FALSE,3633,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3633,03,3633,BOL - Estates & Facilities,,,a3Qb000000000swEAA,
a3Sb00000004OU2EAM,005b0000000L061AAC,FALSE,3634,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3634,03,3634,BOL - Private Hospitals,,,a3Qb000000000swEAA,
a3Sb00000004OU3EAM,005b0000000L061AAC,FALSE,3640,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3640,03,3640,DATA - NHS Pharmacists,,,a3Qb000000000swEAA,
a3Sb00000004OU4EAM,005b0000000L061AAC,FALSE,3643,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3643,03,3643,BOL - NHS Pharmacists,,,a3Qb000000000swEAA,
a3Sb00000004OU5EAM,005b0000000L061AAC,FALSE,3645,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3645,03,3645,HSC e-Communications Service,,,a3Qb000000000swEAA,
a3Sb00000004OU6EAM,005b0000000L061AAC,FALSE,3650,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1484852509000,,,3650,03,3650,DATA - Hospital Doctors,,,a3Qb000000000swEAA,
a3Sb00000004OUBEA2,005b0000000L061AAC,FALSE,3655,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3655,03,3655,BOL - Practice Nurses,,,a3Qb000000000swEAA,
a3Sb00000004OUDEA2,005b0000000L061AAC,FALSE,3659,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3659,03,3659,BOL - Clinical Networks,,,a3Qb000000000swEAA,
a3S0X000000ketJUAQ,005b0000001FVCNAA4,FALSE,ADC,GBP,1516281421000,005b0000001FVCNAA4,1516281421000,005b0000001FVCNAA4,1516724039000,,,ADC,03,,AML Diploma – Re-Certification,,,a3Qb000000000t6EAA,
a3S0X000000kevyUAA,005b0000000L061AAC,FALSE,ADR,GBP,1516354851000,005b0000000L061AAC,1516354851000,005b0000000L061AAC,1516417391000,,,ADR,03,,AML Diploma – Re-Certification – Online,ADR,,a3Qb000000000t6EAA,
a3S0X000000kew8UAA,005b0000000L061AAC,FALSE,FDR,GBP,1516354885000,005b0000000L061AAC,1557243055000,005b0000001FVCNAA4,1557243055000,,,FDR,03,,FC Diploma – Re-Certification – Online,FDR,,a3Qb000000000t6EAA,ICT - ONL - ONLINE - FC Diploma - Re-Certification - Online
a3S0X000000kewIUAQ,005b0000000L061AAC,FALSE,CDC,GBP,1516354913000,005b0000000L061AAC,1557242304000,005b0000001FVCNAA4,1557242304000,,,CDC,03,,Compliance Diploma – Re-Certification,CDC,,a3Qb000000000t6EAA,ICT - Z - Not analysed - Compliance Diploma - Re-Certification
a3S67000000afOmEAI,005b0000000LhTlAAK,FALSE,WS100,GBP,1613745836000,005b0000000LhTlAAK,1613745875000,005b0000000LhTlAAK,1613745875000,,,WS100,03,,Webinar Sponsorship,WS100,,a3Qb00000008ULuEAM,
a3S0X000000hUh8UAE,005b0000001FVCNAA4,FALSE,IS11,GBP,1596016797000,005b0000001FVCNAA4,1596016797000,005b0000001FVCNAA4,1596016797000,,,IS11,03,,Advanced Certificate in CDD,,,a3Qb000000000syEAA,
a3Sb00000000zj3EAA,005b0000000LhTlAAK,FALSE,Q201,GBP,1483702050000,005b0000000LhTlAAK,1483702050000,005b0000000LhTlAAK,1483820240000,,,Q201,03,,Advanced Certificate Level,,,a3Qb00000008Tn9EAE,
a3S0X000000kespUAA,005b0000001FVCNAA4,FALSE,NDT,GBP,1516191560000,005b0000001FVCNAA4,1555068950000,005b0000001FVCNAA4,1555068950000,,,NDT,03,,NDT,,,a3Qb000000000t1EAA,CLI - CER - Certificates - STEP
a3Sb00000004OToEAM,005b0000000L061AAC,FALSE,3601,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,1632325287000,1632325287000,3601,03,3601,NHS Management Directory,,,a3Qb000000000swEAA,
a3S0X000000kew3UAA,005b0000000L061AAC,FALSE,CDR,GBP,1516354868000,005b0000000L061AAC,1557242440000,005b0000001FVCNAA4,1557242440000,,,CDR,03,,Compliance Diploma – Re-Certification – Online,CDR,,a3Qb000000000t6EAA,ICT - ONL - ONLINE - FC Diploma - Re-Certification - Online
a3S0X000000kewDUAQ,005b0000000L061AAC,FALSE,ADC,GBP,1516354899000,005b0000000L061AAC,1516354899000,005b0000000L061AAC,1516354899000,,,ADC,03,,AML Diploma – Re-Certification – Online,ADC,,a3Qb000000000t6EAA,
a3Sb00000004OUHEA2,005b0000000L061AAC,FALSE,3664,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3664,03,3664,BOL - Nursing and Care Homes,,,a3Qb000000000swEAA,
a3Sb00000004OUIEA2,005b0000000L061AAC,FALSE,3670,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3670,03,3670,Map,,,a3Qb000000000swEAA,
a3Sb00000004OUJEA2,005b0000000L061AAC,FALSE,3675,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3675,03,3675,BOL - Cancer Networks,,,a3Qb000000000swEAA,
a3Sb00000004OUKEA2,005b0000000L061AAC,FALSE,3676,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3676,03,3676,BOL - Non-Medical Prescribers,,,a3Qb000000000swEAA,
a3Sb00000004OULEA2,005b0000000L061AAC,FALSE,3680,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3680,03,3680,NHS Guides,,,a3Qb000000000swEAA,
a3Sb00000004OUMEA2,005b0000000L061AAC,FALSE,3683,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3683,03,3683,BOL - NHS Documents,,,a3Qb000000000swEAA,
a3Sb00000004OUNEA2,005b0000000L061AAC,FALSE,3686,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3686,03,3686,BOL - Newsfeed,,,a3Qb000000000swEAA,
a3Sb00000004OUOEA2,005b0000000L061AAC,FALSE,3692,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3692,03,3692,Binley's Consultancy,,,a3Qb000000000swEAA,
a3Sb00000004OUPEA2,005b0000000L061AAC,FALSE,3694,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1474688177000,,,3694,03,3694,Binleys Mailing Services,,,a3Qb000000000swEAA,
a3Sb00000004OUQEA2,005b0000000L061AAC,FALSE,3697,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1480741012000,,,3697,03,3697,CRM Service Fee,,,a3Qb000000000swEAA,
a3Sb00000004OUREA2,005b0000000L061AAC,FALSE,3698,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3698,03,3698,Technical Services,,,a3Qb000000000swEAA,
a3Sb00000004OUSEA2,005b0000000L061AAC,FALSE,3706,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3706,03,3706,DATA - Oscar Research,,,a3Qb000000000swEAA,
a3Sb00000004OUTEA2,005b0000000L061AAC,FALSE,3707,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3707,03,3707,BOL - Commissioning in England,,,a3Qb000000000swEAA,
a3Sb00000004OUUEA2,005b0000000L061AAC,FALSE,3708,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3708,03,3708,BOL - Commissioning for the Devolved Nations,,,a3Qb000000000swEAA,
a3Sb00000004OUVEA2,005b0000000L061AAC,FALSE,3709,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3709,03,3709,DATA - NHS Commissioning,,,a3Qb000000000swEAA,
a3Sb00000004OUWEA2,005b0000000L061AAC,FALSE,3720,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3720,03,3720,DATA - Healthcare in Ireland,,,a3Qb000000000swEAA,
a3Sb00000004OUYEA2,005b0000000L061AAC,FALSE,3727,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1475027739000,,,3727,03,3727,Ecomms,,,a3Qb000000000swEAA,
a3Sb00000004OUaEAM,005b0000000L061AAC,FALSE,3731,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3731,03,3731,Binleys Advertising,,,a3Qb000000000swEAA,
a3Sb00000004OUbEAM,005b0000000L061AAC,FALSE,3732,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3732,03,3732,DM Consultancy,,,a3Qb000000000swEAA,
a3Sb00000004OUcEAM,005b0000000L061AAC,FALSE,3737,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3737,03,3737,Hosting and Support,,,a3Qb000000000swEAA,
a3Sb00000004OUeEAM,005b0000000L061AAC,FALSE,3740,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3740,03,3740,DATA - Medical Laboratory Professionals,,,a3Qb000000000swEAA,
a3Sb00000004OUfEAM,005b0000000L061AAC,FALSE,3741,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3741,03,3741,Research,,,a3Qb000000000swEAA,
a3Sb00000004OUgEAM,005b0000000L061AAC,FALSE,3745,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3745,03,3745,Service Asia,,,a3Qb000000000swEAA,
a3Sb00000004OUhEAM,005b0000000L061AAC,FALSE,4001,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1488323932000,,,4001,03,4001,Learning Programme 1,,,a3Qb000000000swEAA,
a3Sb00000004OUiEAM,005b0000000L061AAC,FALSE,4005,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,4005,03,4005,Digital Services,,,a3Qb000000000swEAA,
a3Sb00000004OUlEAM,005b0000000L061AAC,FALSE,4012,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,4012,03,4012,DATA - Dentist,,,a3Qb000000000swEAA,
a3S0X000000keszUAA,005b0000001FVCNAA4,FALSE,SLP,GBP,1516192407000,005b0000001FVCNAA4,1555069013000,005b0000001FVCNAA4,1555069013000,,,SLP,03,,SLP,,,a3Qb000000000t1EAA,CLI - CER - Certificates CRS
a3Sb00000004OU8EAM,005b0000000L061AAC,FALSE,3652,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3652,03,3652,BOL - Healthcare Interest Groups,,,a3Qb000000000swEAA,
a3Sb00000004OU9EAM,005b0000000L061AAC,FALSE,3653,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3653,03,3653,BOL - Hospital Doctors,,,a3Qb000000000swEAA,
a3Sb000000010jyEAA,005b0000000L061AAC,FALSE,ISR,GBP,1488292484000,005b0000000L061AAC,1557326347000,005b0000001FVCNAA4,1557326347000,,,ISR,03,,ICA Advanced Certificate in Managing Sanctions Risk,,,a3Qb000000000t6EAA,ICT - FTF - FACE TO FACE - ICA Advanced Certificate in Managing Sanctions
a3Sb00000004OUGEA2,005b0000000L061AAC,FALSE,3663,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3663,03,3663,BOL - Retail Pharmacists,,,a3Qb000000000swEAA,
a3Sb00000004OUXEA2,005b0000000L061AAC,FALSE,3726,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3726,03,3726,EDetail,,,a3Qb000000000swEAA,
a3Sb00000004OUZEA2,005b0000000L061AAC,FALSE,3729,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3729,03,3729,OnMedica App,,,a3Qb000000000swEAA,
a3Sb00000004OUdEAM,005b0000000L061AAC,FALSE,3738,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,3738,03,3738,Matching,,,a3Qb000000000swEAA,
a3Sb00000004OUkEAM,005b0000000L061AAC,FALSE,4011,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1474688177000,,,4011,03,4011,Other Charges,,,a3Qb000000000swEAA,
a3Sb00000004OUmEAM,005b0000000L061AAC,FALSE,4014,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,4014,03,4014,DATA - Private Hospitals,,,a3Qb000000000swEAA,
a3Sb00000004OUnEAM,005b0000000L061AAC,FALSE,4021,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,4021,03,4021,DATA - Specialist Nurses,,,a3Qb000000000swEAA,
a3Sb00000004OUoEAM,005b0000000L061AAC,FALSE,4025,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,4025,03,4025,NHS Learning Programme 2,,,a3Qb000000000swEAA,
a3Sb00000004OUpEAM,005b0000000L061AAC,FALSE,4026,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,4026,03,4026,NHS Learning Programme 3,,,a3Qb000000000swEAA,
a3Sb00000004OUqEAM,005b0000000L061AAC,FALSE,4038,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,,,4038,03,4038,BOL - Bespoke Mapping,,,a3Qb000000000swEAA,
a3Sb00000004P91EAE,005b0000000L05NAAS,FALSE,N101,GBP,1427822128000,005b0000000L05NAAS,1427822128000,005b0000000L05NAAS,1489193343000,,,N101,03,,Specialist Share data Single,Specialist Share Data,,a3Qb000000000tGEAQ,
a3Sb00000004P96EAE,005b0000000L05NAAS,FALSE,N110,GBP,1427822275000,005b0000000L05NAAS,1427822275000,005b0000000L05NAAS,1474687726000,,,N110,03,,Market Access Tools,Market Access Tools,,a3Qb000000000tGEAQ,
a3Sb00000004P9BEAU,005b0000000L05NAAS,FALSE,N111,GBP,1427822313000,005b0000000L05NAAS,1427822313000,005b0000000L05NAAS,1474687726000,,,N111,03,,Advisory Boards,Advisory Boards,,a3Qb000000000tGEAQ,
a3S0X0000005ko5UAA,005b0000000L77LAAS,FALSE,RC01,GBP,1520511518000,005b0000000L77LAAS,1555079377000,005b0000001FVCNAA4,1555079377000,,,RC01,03,,Advanced HCC Auditor,RC01,,a3Qb00000008ULuEAM,FRA - F02 - Healthcare - Advanced HCC Autditor
a3S0X0000005koAUAQ,005b0000000L77LAAS,FALSE,RC02,GBP,1520511549000,005b0000000L77LAAS,1555079401000,005b0000001FVCNAA4,1555079401000,,,RC02,03,,Risk Adjustment Practitioner,RC02,,a3Qb00000008ULuEAM,FRA - F02 - Healthcare - Risk Adj Practitioner
a3S0X000000SHavUAG,005b0000001FVCNAA4,FALSE,Q12,GBP,1512471452000,005b0000001FVCNAA4,1557240148000,005b0000001FVCNAA4,1557240148000,,,Q12,03,,Certificate in Managing Sanctions Risk,,,a3Qb00000008Tn9EAE,ICN - NA2 - Online - Certificate in Managing Sanctions Risk
a3S0X000000SHb0UAG,005b0000001FVCNAA4,FALSE,MFC,GBP,1513334512000,005b0000001FVCNAA4,1557326431000,005b0000001FVCNAA4,1557326431000,,,MFC,03,,ICA Certificate in Managing Financial Crime in Global Banking & Markets,,,a3Qb000000000t6EAA,ICT - ONL - ONLINE - ICA Certificate in Managing Financial Crime in Global
a3S0X000000SflFUAS,005b0000001FVCNAA4,FALSE,PTCLIL,GBP,1550226585000,005b0000001FVCNAA4,1553602634000,005b0000000L77LAAS,1553602634000,,,PTCLIL,03,,PT Client Letters,,,a3Qb000000000t5EAA,MCA - PT2 - Practice Track
a3S0X000000SflKUAS,005b0000001FVCNAA4,FALSE,LACR,GBP,1551098714000,005b0000001FVCNAA4,1551098714000,005b0000001FVCNAA4,1551098714000,,,LACR,03,,Advanced Certificate in Regulatory Compliance,,,a3Qb000000000tIEAQ,
a3S0X000000SfoiUAC,005b0000000L77LAAS,FALSE,MH1,GBP,1551365916000,005b0000000L77LAAS,1551365950000,005b0000000L77LAAS,1551365950000,,,MH1,03,,Inhouse Diploma,,,a3Q0X000000poSsUAI,
a3S0X000000kewNUAQ,005b0000000L061AAC,FALSE,FDC,GBP,1516354930000,005b0000000L061AAC,1516354930000,005b0000000L061AAC,1516354930000,,,FDC,03,,FC Diploma – Re-Certification,FDC,,a3Qb000000000t6EAA,
a3S0X000000kewSUAQ,005b0000000L061AAC,FALSE,MSR,GBP,1516354983000,005b0000000L061AAC,1557326482000,005b0000001FVCNAA4,1557326482000,,,MSR,03,,Certificate in Managing Sanctions Risk,MSR,,a3Qb000000000t6EAA,ICT - ONL - ONLINE - Certificate in Managing Sanctions Risk
a3S0X000000kewXUAQ,005b0000000L061AAC,FALSE,TBM,GBP,1516355009000,005b0000000L061AAC,1557326848000,005b0000001FVCNAA4,1557326848000,,,TBM,03,,Certificate in Trade Based Money Laundering,TBM,,a3Qb000000000t6EAA,ICT - Z - Not Analysed - Certificate in Trade Based Money Laundering
a3S0X000000kewcUAA,005b0000000L061AAC,FALSE,RCM,GBP,1516355042000,005b0000000L061AAC,1516355042000,005b0000000L061AAC,1516355042000,,,RCM,03,,Certificate in Money Laundering Risk in Capital Markets,RCM,,a3Qb000000000t6EAA,
a3S0X000000kewhUAA,005b0000000L061AAC,FALSE,RCB,GBP,1516355080000,005b0000000L061AAC,1557326595000,005b0000001FVCNAA4,1557326595000,,,RCB,03,,Certificate in Money Laundering Risk in Correspondent Banking,RCB,,a3Qb000000000t6EAA,ICT - Z - Not Analysed - Certificate in Money Laundering in Correspon
a3S0X000000kewmUAA,005b0000000L061AAC,FALSE,RPB,GBP,1516355094000,005b0000000L061AAC,1557326810000,005b0000001FVCNAA4,1557326810000,,,RPB,03,,Certificate in Money Laundering Risk in Private Banking,RPB,,a3Qb000000000t6EAA,ICT - Z - Not Analysed - Certificate in Money Laundering Risk In Private Banks
a3S0X000000kewrUAA,005b0000000L061AAC,FALSE,RNP,GBP,1516355112000,005b0000000L061AAC,1557326760000,005b0000001FVCNAA4,1557326760000,,,RNP,03,,"Certificate in Money Laundering Risk in New Payments, Products and Services",RNP,,a3Qb000000000t6EAA,ICT - Z - Not Analysed - Certificate in Money Laundering Risk in New Payment
a3S0X000000kex1UAA,005b0000000L061AAC,FALSE,CAC,GBP,1516355141000,005b0000000L061AAC,1557241867000,005b0000001FVCNAA4,1557241867000,,,CAC,03,,Certificate in Anti Corruption,CAC,,a3Qb000000000t6EAA,ICT - Z - Not analysed - Certificate in Anti Corruption
a3S0X000000kex6UAA,005b0000000L061AAC,FALSE,CCT,GBP,1516355156000,005b0000000L061AAC,1557242140000,005b0000001FVCNAA4,1557242140000,,,CCT,03,,Certificate in Combating the Financing of Terrorism,CCT,,a3Qb000000000t6EAA,ICT - ONL - ONLINE - Certificate in Combating the Financing of Terrorism
a3S0X000000kexBUAQ,005b0000000L061AAC,FALSE,CGS,GBP,1516355169000,005b0000000L061AAC,1557242740000,005b0000001FVCNAA4,1557242740000,,,CGS,03,,Certificate in Corporate Governance (Spain),CGS,,a3Qb000000000t6EAA,ICT - Z - Not Analysed - Certificate in Corporate Governance (Spain)
a3S0X000000kexLUAQ,005b0000000L061AAC,FALSE,L856,GBP,1516700898000,005b0000000L061AAC,1557481432000,005b0000001FVCNAA4,1557481432000,,,L856,03,,Building Your Cyber Investigation Team,L856,,a3Qb000000000tIEAQ,LT2 - Z - BLANK - PWG - Comm - Internet Investigations
a3S0X000000kexQUAQ,005b0000000L061AAC,FALSE,JSB,GBP,1516703248000,005b0000000L061AAC,1554997906000,005b0000001FVCNAA4,1554997906000,,,JSB,03,,JSB,JSB,,a3Qb000000000tBEAQ,BSL - JSB - JSB
a3Sb00000004P9GEAU,005b0000000L05NAAS,FALSE,N112,GBP,1427822350000,005b0000000L05NAAS,1427822350000,005b0000000L05NAAS,1474687726000,,,N112,03,,NHS Insight Training,NHS Insight Training,,a3Qb000000000tGEAQ,
a3Sb00000004P9LEAU,005b0000000L05NAAS,FALSE,N120,GBP,1427822388000,005b0000000L05NAAS,1427822388000,005b0000000L05NAAS,1474687726000,,,N120,03,,Tablet,Tablet,,a3Qb000000000tGEAQ,
a3Sb00000004P9QEAU,005b0000000L05NAAS,FALSE,N121,GBP,1427822419000,005b0000000L05NAAS,1427822419000,005b0000000L05NAAS,1474687726000,,,N121,03,,Dashboards,Dashboards,,a3Qb000000000tGEAQ,
a3Sb00000004P9VEAU,005b0000000L05NAAS,FALSE,N122,GBP,1427822456000,005b0000000L05NAAS,1427822456000,005b0000000L05NAAS,1474687726000,,,N122,03,,Advanced Mapping,Advanced Mapping,,a3Qb000000000tGEAQ,
a3Sb00000004P9aEAE,005b0000000L05NAAS,FALSE,N123,GBP,1427822489000,005b0000000L05NAAS,1427822489000,005b0000000L05NAAS,1474687726000,,,N123,03,,Data Extracts,Data Extracts,,a3Qb000000000tGEAQ,
a3Sb00000004P9fEAE,005b0000000L05NAAS,FALSE,N124,GBP,1427822523000,005b0000000L05NAAS,1427822523000,005b0000000L05NAAS,1474687726000,,,N124,03,,Analyst,Analyst,,a3Qb000000000tGEAQ,
a3Sb00000004P9kEAE,005b0000000L05NAAS,FALSE,N130,GBP,1427822558000,005b0000000L05NAAS,1427822558000,005b0000000L05NAAS,1474687726000,,,N130,03,,Investigator Online,Investigator,,a3Qb000000000tGEAQ,
a3Sb00000004P9uEAE,005b0000000L05NAAS,FALSE,N132,GBP,1427822636000,005b0000000L05NAAS,1427822636000,005b0000000L05NAAS,1474687726000,,,N132,03,,GPRX Formulary Tracker,GPRX,,a3Qb000000000tGEAQ,
a3Sb00000004P9zEAE,005b0000000L05NAAS,FALSE,N133,GBP,1427822669000,005b0000000L05NAAS,1427822669000,005b0000000L05NAAS,1474687726000,,,N133,03,,Desk Research,Desk Research,,a3Qb000000000tGEAQ,
a3Sb00000004PA4EAM,005b0000000L05NAAS,FALSE,N134,GBP,1427822708000,005b0000000L05NAAS,1427822708000,005b0000000L05NAAS,1474687726000,,,N134,03,,Health Economy Analysis Tool,Health Economy,,a3Qb000000000tGEAQ,
