ID,NAME,PRICEBOOK2ID,PRODUCT2ID,CURRENCYISOCODE,UNITPRICE,ISACTIVE,USESTANDARDPRICE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,PRODUCTCODE,ISDELETED
01u0X0000100gbiQAA,Employment Law in a Day,01sb00000028JroAAE,01t0X000005CGb6QAG,GBP,550,TRUE,FALSE,1518428524000,005b0000000L05NAAS,1518428524000,005b0000000L05NAAS,1518428524000,,FALSE
01u0X0000100kHAQAY,Employment Law Netherlands,01sb00000028JroAAE,01t0X000005CDB2QAO,EUR,735,TRUE,FALSE,1519726753000,005b0000000L05NAAS,1519726753000,005b0000000L05NAAS,1519726753000,,FALSE
01u0X0000100kIYQAY,Employment Law France,01sb00000028JroAAE,01t0X000005CDEPQA4,USD,839,TRUE,FALSE,1519727145000,005b0000000L05NAAS,1519727145000,005b0000000L05NAAS,1519727145000,,FALSE
01u0X0000100kJ6QAI,Employment Law Italy,01sb00000028JroAAE,01t0X000005CDEZQA4,EUR,735,TRUE,FALSE,1519727187000,005b0000000L05NAAS,1519727187000,005b0000000L05NAAS,1519727187000,,FALSE
01u0X0000100kJGQAY,Employment Law China,01sb00000028JroAAE,01t0X000005CDEoQAO,EUR,735,TRUE,FALSE,1519727245000,005b0000000L05NAAS,1519727245000,005b0000000L05NAAS,1519727245000,,FALSE
01u0X0000100kJQQAY,Employment Law Belgium,01sb00000028JroAAE,01t0X000005CDEtQAO,EUR,735,TRUE,FALSE,1519727265000,005b0000000L05NAAS,1519727265000,005b0000000L05NAAS,1519727265000,,FALSE
01u0X0000100kJVQAY,Employment Law Australia,01sb00000028JroAAE,01t0X000005CGaXQAW,EUR,735,TRUE,FALSE,1519727287000,005b0000000L05NAAS,1519727287000,005b0000000L05NAAS,1519727287000,,FALSE
01u0X0000100kJkQAI,Employment Law Canada,01sb00000028JroAAE,01t0X000005CGamQAG,EUR,735,TRUE,FALSE,1519727357000,005b0000000L05NAAS,1519727357000,005b0000000L05NAAS,1519727357000,,FALSE
01u0X0000100kJzQAI,Employment Law Gulf Cooperation Council,01sb00000028JroAAE,01t0X000005CGb1QAG,EUR,735,TRUE,FALSE,1519727418000,005b0000000L05NAAS,1519727418000,005b0000000L05NAAS,1519727418000,,FALSE
01u0X0000100iNxQAI,Compliance,01sb00000028JroAAE,01t0X000005CHLtQAO,GBP,95,TRUE,FALSE,1518986069000,005b0000000L061AAC,1519896816000,005b0000000L061AAC,1519896816000,,FALSE
01u0X0000100VbHQAU,Regulation of Investigatory Powers Act (RIPA) Public Training,01sb00000028JroAAE,01t0X000005C6qrQAC,GBP,265,TRUE,FALSE,1514888854000,005b0000000L061AAC,1519900496000,005b0000002eGGJAA2,1519900496000,,FALSE
01u0X0000100lAxQAI,Certification in AML & CFT – Assignment Two,01sb00000028JroAAE,01t0X000005CJmaQAG,SGD,0,TRUE,FALSE,1519988960000,005b0000005tEONAA2,1519988960000,005b0000005tEONAA2,1519988960000,,FALSE
01u0X000012ELy7QAG,ICA Intl Advanced Certificate in Anti Money Laundering - Revision Session,01sb00000028JroAAE,01t0X0000076ZTpQAM,GBP,0,TRUE,FALSE,1520263265000,005b0000005tEONAA2,1520263265000,005b0000005tEONAA2,1520264737000,,FALSE
01u0X0000100l0EQAQ,Risk Adjustment Practitioner,01sb00000028JroAAE,01t0X000005CJjNQAW,USD,595,TRUE,FALSE,1519922287000,005b0000000L061AAC,1519923261000,005b0000000L061AAC,1521099491000,,FALSE
01u0X0000100oT0QAI,ICA Advanced Certificate in Managing Fraud - Virtual Classroom 1,01sb00000028JroAAE,01t0X000005CLi1QAG,GBP,0,TRUE,FALSE,1521628334000,005b0000005tEONAA2,1521628334000,005b0000005tEONAA2,1521628334000,,FALSE
01u0X0000100oT1QAI,ICA Advanced Certificate in Managing Fraud - Virtual Classroom 1,01sb00000028JroAAE,01t0X000005CLi1QAG,EUR,0,TRUE,FALSE,1521628334000,005b0000005tEONAA2,1521628334000,005b0000005tEONAA2,1521628334000,,FALSE
01u0X0000100oaJQAQ,"ICA Int'l Diploma in Governance, Risk and Compliance - IH - Assignment Two",01sb00000028JroAAE,01t0X000005CLogQAG,GBP,0,TRUE,FALSE,1521717828000,005b0000005tEONAA2,1521717828000,005b0000005tEONAA2,1521717828000,,FALSE
01u0X0000100vgJQAQ,GDPR for Expert Witnesses Toolkit,01sb00000028JroAAE,01t0X000005COcKQAW,GBP,155,TRUE,FALSE,1524238368000,005b0000002eGGJAA2,1524473573000,005b0000000L061AAC,1524473573000,,FALSE
01u0X0000100xXzQAI,ICA Certificate in Money Laundering Risk in Betting and Gaming - Workshop Five,01sb00000028JroAAE,01t0X000005CPDcQAO,GBP,0,TRUE,FALSE,1524646633000,005b0000005tEONAA2,1524646633000,005b0000005tEONAA2,1524650972000,,FALSE
01ub000000vTQ5qAAG,ICA Intl Diploma In Anti Money Laundering Online - Exam,01sb00000028JroAAE,01tb0000004NeDkAAK,USD,0,TRUE,FALSE,1459934589000,005b0000000L061AAC,1525165348000,005b0000005tEONAA2,1525165348000,,FALSE
01u0X0000100zGjQAI,ICA International Diploma in FCP - Assessment,01sb00000028JroAAE,01t0X000005CQ6iQAG,GBP,0,TRUE,FALSE,1525181491000,005b0000005tEONAA2,1525181491000,005b0000005tEONAA2,1525181491000,,FALSE
01u0X0000100zGsQAI,ICA International Diploma in GRC - Assessment,01sb00000028JroAAE,01t0X000005CQ6sQAG,USD,0,TRUE,FALSE,1525181593000,005b0000005tEONAA2,1525181593000,005b0000005tEONAA2,1525181593000,,FALSE
01u0X0000100zGtQAI,ICA International Diploma in GRC - Assessment,01sb00000028JroAAE,01t0X000005CQ6sQAG,GBP,0,TRUE,FALSE,1525181593000,005b0000005tEONAA2,1525181593000,005b0000005tEONAA2,1525181593000,,FALSE
01ub000000xCZ8yAAG,"ICA International Diploma in Governance, Risk and Compliance Online - Registration",01sb00000028JroAAE,01tb0000004N03vAAC,GBP,3350,TRUE,FALSE,1485430129000,005b0000000L1KUAA0,1485430129000,005b0000000L1KUAA0,1526373610000,,FALSE
01u0X00001B9eB9QAJ,ICA Certificate in Regulatory Compliance - Registration,01sb00000028JroAAE,01t0X000008mwYqQAI,USD,0,TRUE,FALSE,1526554773000,005b0000000L1KUAA0,1526554773000,005b0000000L1KUAA0,1526554773000,,FALSE
01u0X00001B9eZtQAJ,ICA Intl Advanced Certificate in Regulatory Compliance - Orientation Session,01sb00000028JroAAE,01t0X000008mwfLQAQ,GBP,0,TRUE,FALSE,1526635137000,005b0000000L1KUAA0,1526635137000,005b0000000L1KUAA0,1526635137000,,FALSE
01u0X00001B9eZpQAJ,ICA Intl Advanced Certificate in Regulatory Compliance - Registration,01sb00000028JroAAE,01t0X000008mwfGQAQ,GBP,0,TRUE,FALSE,1526635130000,005b0000000L1KUAA0,1526635130000,005b0000000L1KUAA0,1526635224000,,FALSE
01u0X00001B9eanQAB,ICA Intl Advanced Certificate in Regulatory Regulatory Compliance - Workshop Three,01sb00000028JroAAE,01t0X000008mwgEQAQ,GBP,0,TRUE,FALSE,1526636186000,005b0000000L1KUAA0,1526636186000,005b0000000L1KUAA0,1526636186000,,FALSE
01ub000000z5gk9AAA,ICA Intl Advanced Certificate in Compliance - Workshop Three,01sb00000028JroAAE,01tb0000007Y3gcAAC,GBP,0,TRUE,FALSE,1504261034000,005b0000005tEONAA2,1504261034000,005b0000005tEONAA2,1526636998000,,FALSE
01u0X00001B9ec0QAB,ICA Int'l Diploma in Regulatory Compliance - Assignment One,01sb00000028JroAAE,01t0X000008mwhRQAQ,USD,0,TRUE,FALSE,1526639518000,005b0000000L1KUAA0,1526639518000,005b0000000L1KUAA0,1526639518000,,FALSE
01u0X00001B9ec4QAB,ICA Int'l Diploma in Regulatory Compliance - Assignment Two,01sb00000028JroAAE,01t0X000008mwhWQAQ,GBP,0,TRUE,FALSE,1526639532000,005b0000000L1KUAA0,1526639532000,005b0000000L1KUAA0,1526639532000,,FALSE
01u0X00001B9ec6QAB,ICA Int'l Diploma in Regulatory Compliance - Assignment Two,01sb00000028JroAAE,01t0X000008mwhWQAQ,USD,0,TRUE,FALSE,1526639532000,005b0000000L1KUAA0,1526639532000,005b0000000L1KUAA0,1526639532000,,FALSE
01u0X00001B9ecAQAR,ICA Int'l Diploma in Regulatory Compliance - Assignment Three,01sb00000028JroAAE,01t0X000008mwhbQAA,EUR,0,TRUE,FALSE,1526639547000,005b0000000L1KUAA0,1526639547000,005b0000000L1KUAA0,1526639547000,,FALSE
01u0X00001B9ecCQAR,ICA Int'l Diploma in Regulatory Compliance - Assignment Three,01sb00000028JroAAE,01t0X000008mwhbQAA,HKD,0,TRUE,FALSE,1526639547000,005b0000000L1KUAA0,1526639547000,005b0000000L1KUAA0,1526639547000,,FALSE
01u0X00001B9fNUQAZ,ICA International Diploma in Regulatory Compliance - Assignment One,01sb00000028JroAAE,01t0X000008mwwvQAA,GBP,0,TRUE,FALSE,1526910071000,005b0000000L1KUAA0,1526910071000,005b0000000L1KUAA0,1526910071000,,FALSE
01u0X00001B9fNiQAJ,ICA International Diploma in Regulatory Compliance - Workshop 1,01sb00000028JroAAE,01t0X000008mwxAQAQ,USD,0,TRUE,FALSE,1526910290000,005b0000002eGGJAA2,1526910290000,005b0000002eGGJAA2,1526910290000,,FALSE
01u0X00001B9q93QAB,"Resit Fee - ICA Int'l Diploma in Governance, Risk and Compliance (HK) - Assignment 1",01sb00000028JroAAE,01t0X000008n34vQAA,HKD,600,TRUE,FALSE,1530013348000,0050X000006oMCdQAM,1530013348000,0050X000006oMCdQAM,1530024782000,,FALSE
01u0X00001B9q99QAB,"Resit Fee - ICA Int'l Diploma in Governance, Risk and Compliance (HK) - Assignment 2",01sb00000028JroAAE,01t0X000008n34zQAA,SGD,100,TRUE,FALSE,1530013479000,0050X000006oMCdQAM,1530013479000,0050X000006oMCdQAM,1530024965000,,FALSE
01u0X00001B9q9DQAR,"Resit Fee - ICA Int'l Diploma in Governance, Risk and Compliance (HK) - Assignment 3",01sb00000028JroAAE,01t0X000008n354QAA,HKD,600,TRUE,FALSE,1530013658000,0050X000006oMCdQAM,1530013658000,0050X000006oMCdQAM,1530025038000,,FALSE
01u0X00001B9qEOQAZ,"Resit Fee - ICA Int'l Diploma in Governance, Risk and Compliance (HK) - Exam",01sb00000028JroAAE,01t0X000008n383QAA,SGD,100,TRUE,FALSE,1530025166000,005b0000002eGGJAA2,1530025166000,005b0000002eGGJAA2,1530025181000,,FALSE
01u0X00001B9q9dQAB,Resit Fee - ICA Certificate in Anti Money Laundering,01sb00000028JroAAE,01t0X000008n35YQAQ,SGD,100,TRUE,FALSE,1530014251000,0050X000006oMCdQAM,1530014251000,0050X000006oMCdQAM,1530026061000,,FALSE
01u0X00001B9qFLQAZ,Admin Fee - ICA Specialist Certificate in Trade Based Money Laundering,01sb00000028JroAAE,01t0X000008n38rQAA,HKD,600,TRUE,FALSE,1530026756000,005b0000002eGGJAA2,1530026756000,005b0000002eGGJAA2,1530026756000,,FALSE
01u0X00001B9qFMQAZ,Admin Fee - ICA Specialist Certificate in Trade Based Money Laundering,01sb00000028JroAAE,01t0X000008n38rQAA,SGD,100,TRUE,FALSE,1530026756000,005b0000002eGGJAA2,1530026756000,005b0000002eGGJAA2,1530026756000,,FALSE
01u0X00001B9qFRQAZ,Admin Fee - ICA Specialist Certificate in Money Laundering in Correspondent Banking,01sb00000028JroAAE,01t0X000008n38wQAA,SGD,100,TRUE,FALSE,1530026866000,005b0000002eGGJAA2,1530026866000,005b0000002eGGJAA2,1530026866000,,FALSE
01u0X00001B9qFWQAZ,Resit Fee - ICA Specialist Certificate in Money Laundering in Correspondent Banking,01sb00000028JroAAE,01t0X000008n391QAA,SGD,100,TRUE,FALSE,1530027009000,005b0000002eGGJAA2,1530027009000,005b0000002eGGJAA2,1530027009000,,FALSE
01u0X00001B9qGeQAJ,2nd Line Support Service - Denmark,01sb00000028JroAAE,01t0X000008n2nMQAQ,USD,1,TRUE,FALSE,1530030162000,005b0000000L05NAAS,1530030162000,005b0000000L05NAAS,1530030162000,,FALSE
01u0X00001B9qGfQAJ,2nd Line Support Service - Denmark,01sb00000028JroAAE,01t0X000008n2nMQAQ,SEK,1,TRUE,FALSE,1530030162000,005b0000000L05NAAS,1530030162000,005b0000000L05NAAS,1530030162000,,FALSE
01u0X00001B9qGiQAJ,2nd Line Support Service - Finland,01sb00000028JroAAE,01t0X000008n2n7QAA,EUR,1,TRUE,FALSE,1530030177000,005b0000000L05NAAS,1530030177000,005b0000000L05NAAS,1530030177000,,FALSE
01u0X00001B9qGxQAJ,CLM Implementation (New Client Setup Fee),01sb00000028JroAAE,01t0X000008n2s7QAA,EUR,1,TRUE,FALSE,1530030236000,005b0000000L05NAAS,1530030236000,005b0000000L05NAAS,1530030236000,,FALSE
01u0X00001B9qHEQAZ,EMarketing,01sb00000028JroAAE,01t0X000008n2nbQAA,GBP,1,TRUE,FALSE,1530030271000,005b0000000L05NAAS,1530030271000,005b0000000L05NAAS,1530030271000,,FALSE
01u0X00001B9qHIQAZ,Hosting,01sb00000028JroAAE,01t0X000008n2mdQAA,USD,1,TRUE,FALSE,1530030296000,005b0000000L05NAAS,1530030296000,005b0000000L05NAAS,1530030296000,,FALSE
01u0X00001B9qHJQAZ,Hosting,01sb00000028JroAAE,01t0X000008n2mdQAA,SEK,1,TRUE,FALSE,1530030296000,005b0000000L05NAAS,1530030296000,005b0000000L05NAAS,1530030296000,,FALSE
01u0X00001B9qHYQAZ,Hosting - Norway,01sb00000028JroAAE,01t0X000008n2mnQAA,SEK,1,TRUE,FALSE,1530030332000,005b0000000L05NAAS,1530030332000,005b0000000L05NAAS,1530030332000,,FALSE
01u0X00001B9qIHQAZ,MCCM,01sb00000028JroAAE,01t0X000008n2o0QAA,SEK,1,TRUE,FALSE,1530030462000,005b0000000L05NAAS,1530030462000,005b0000000L05NAAS,1530030462000,,FALSE
01u0X00001B9qIPQAZ,Ongoing fees - Finland,01sb00000028JroAAE,01t0X000008n2HpQAI,EUR,1,TRUE,FALSE,1530030486000,005b0000000L05NAAS,1530030486000,005b0000000L05NAAS,1530030486000,,FALSE
01u0X00001B9qIRQAZ,Ongoing fees - Finland,01sb00000028JroAAE,01t0X000008n2HpQAI,SEK,1,TRUE,FALSE,1530030486000,005b0000000L05NAAS,1530030486000,005b0000000L05NAAS,1530030486000,,FALSE
01u0X00001B9qIUQAZ,Ongoing fees - Norway,01sb00000028JroAAE,01t0X000008n2HuQAI,EUR,1,TRUE,FALSE,1530030498000,005b0000000L05NAAS,1530030498000,005b0000000L05NAAS,1530030498000,,FALSE
01u0X00001B9qIVQAZ,Ongoing fees - Norway,01sb00000028JroAAE,01t0X000008n2HuQAI,USD,1,TRUE,FALSE,1530030498000,005b0000000L05NAAS,1530030498000,005b0000000L05NAAS,1530030498000,,FALSE
01u0X00001B9qIeQAJ,Ongoing fees - Sweden,01sb00000028JroAAE,01t0X000008n2HzQAI,EUR,1,TRUE,FALSE,1530030523000,005b0000000L05NAAS,1530030523000,005b0000000L05NAAS,1530030523000,,FALSE
01u0X00001B9qIkQAJ,Order Management,01sb00000028JroAAE,01t0X000008n2qpQAA,USD,1,TRUE,FALSE,1530030538000,005b0000000L05NAAS,1530030538000,005b0000000L05NAAS,1530030538000,,FALSE
01u0X00001B9qJmQAJ,IM CRM Base,01sb00000028JroAAE,01t0X000008n2oAQAQ,EUR,1,TRUE,FALSE,1530030772000,005b0000000L05NAAS,1530030772000,005b0000000L05NAAS,1530030772000,,FALSE
01u0X00001B9qJdQAJ,IM CRM Base - Kazakstan,01sb00000028JroAAE,01t0X000008n2oZQAQ,EUR,1,TRUE,FALSE,1530030900000,005b0000000L05NAAS,1530030900000,005b0000000L05NAAS,1530030900000,,FALSE
01u0X00001B9qL9QAJ,IM CRM Base - Ukraine,01sb00000028JroAAE,01t0X000008n2oUQAQ,EUR,1,TRUE,FALSE,1530030959000,005b0000000L05NAAS,1530030959000,005b0000000L05NAAS,1530030959000,,FALSE
01u0X00001B9qLoQAJ,2nd Line Support Service,01sb00000028JroAAE,01t0X000008n2ITQAY,USD,1,TRUE,FALSE,1530031101000,005b0000000L05NAAS,1530031101000,005b0000000L05NAAS,1530031101000,,FALSE
01u0X00001B9qM2QAJ,CLM Implementation (New Client Setup Fee),01sb00000028JroAAE,01t0X000008n2rOQAQ,EUR,1,TRUE,FALSE,1530031128000,005b0000000L05NAAS,1530031128000,005b0000000L05NAAS,1530031128000,,FALSE
01u0X00001B9qM9QAJ,Cloud AdHoc Invoices,01sb00000028JroAAE,01t0X000008n2rJQAQ,GBP,1,TRUE,FALSE,1530031138000,005b0000000L05NAAS,1530031138000,005b0000000L05NAAS,1530031138000,,FALSE
01u0X00001B9qMJQAZ,Edetailing Users,01sb00000028JroAAE,01t0X000008n2KeQAI,GBP,1,TRUE,FALSE,1530031158000,005b0000000L05NAAS,1530031158000,005b0000000L05NAAS,1530031158000,,FALSE
01u0X00001B9qMMQAZ,Hosting,01sb00000028JroAAE,01t0X000008n2IOQAY,EUR,1,TRUE,FALSE,1530031170000,005b0000000L05NAAS,1530031170000,005b0000000L05NAAS,1530031170000,,FALSE
01u0X00001B9qMSQAZ,IM CRM Base,01sb00000028JroAAE,01t0X000008n2LIQAY,USD,1,TRUE,FALSE,1530031179000,005b0000000L05NAAS,1530031179000,005b0000000L05NAAS,1530031179000,,FALSE
01u0X00001B9qMWQAZ,IM CRM Base - Balkans,01sb00000028JroAAE,01t0X000008n2MVQAY,EUR,1,TRUE,FALSE,1530031189000,005b0000000L05NAAS,1530031189000,005b0000000L05NAAS,1530031189000,,FALSE
01u0X00001B9qMXQAZ,IM CRM Base - Balkans,01sb00000028JroAAE,01t0X000008n2MVQAY,USD,1,TRUE,FALSE,1530031189000,005b0000000L05NAAS,1530031189000,005b0000000L05NAAS,1530031189000,,FALSE
01u0X00001B9qMbQAJ,IM CRM Base - Baltics,01sb00000028JroAAE,01t0X000008n2MQQAY,EUR,1,TRUE,FALSE,1530031198000,005b0000000L05NAAS,1530031198000,005b0000000L05NAAS,1530031198000,,FALSE
01u0X00001B9qMcQAJ,IM CRM Base - Baltics,01sb00000028JroAAE,01t0X000008n2MQQAY,USD,1,TRUE,FALSE,1530031198000,005b0000000L05NAAS,1530031198000,005b0000000L05NAAS,1530031198000,,FALSE
01u0X00001B9qMrQAJ,IM CRM Base - Czech-Slav,01sb00000028JroAAE,01t0X000008n2MBQAY,USD,1,TRUE,FALSE,1530031274000,005b0000000L05NAAS,1530031274000,005b0000000L05NAAS,1530031274000,,FALSE
01u0X00001B9qNBQAZ,IM CRM Base - HO,01sb00000028JroAAE,01t0X000008n2MaQAI,USD,1,TRUE,FALSE,1530031319000,005b0000000L05NAAS,1530031319000,005b0000000L05NAAS,1530031319000,,FALSE
01u0X00001B9qNCQAZ,IM CRM Base - HO,01sb00000028JroAAE,01t0X000008n2MaQAI,GBP,1,TRUE,FALSE,1530031319000,005b0000000L05NAAS,1530031319000,005b0000000L05NAAS,1530031319000,,FALSE
01u0X00001B9qNHQAZ,IM CRM Base - HQ,01sb00000028JroAAE,01t0X000008n2LhQAI,GBP,1,TRUE,FALSE,1530031330000,005b0000000L05NAAS,1530031330000,005b0000000L05NAAS,1530031330000,,FALSE
01u0X00001B9qNKQAZ,IM CRM Base - Hungary,01sb00000028JroAAE,01t0X000008n2M6QAI,EUR,1,TRUE,FALSE,1530031339000,005b0000000L05NAAS,1530031339000,005b0000000L05NAAS,1530031339000,,FALSE
01u0X00001B9qNRQAZ,IM CRM Base - Kazakstan,01sb00000028JroAAE,01t0X000008n2LwQAI,GBP,1,TRUE,FALSE,1530031349000,005b0000000L05NAAS,1530031349000,005b0000000L05NAAS,1530031349000,,FALSE
01u0X00001B9qNzQAJ,IM Framework Z1,01sb00000028JroAAE,01t0X000008n2IYQAY,USD,1,TRUE,FALSE,1530031420000,005b0000000L05NAAS,1530031420000,005b0000000L05NAAS,1530031420000,,FALSE
01u0X00001B9qOIQAZ,IM Framework Z1 - CMO,01sb00000028JroAAE,01t0X000008n2JMQAY,EUR,1,TRUE,FALSE,1530031649000,005b0000000L05NAAS,1530031649000,005b0000000L05NAAS,1530031649000,,FALSE
01u0X00001B9qOKQAZ,IM Framework Z1 - CMO,01sb00000028JroAAE,01t0X000008n2JMQAY,GBP,1,TRUE,FALSE,1530031649000,005b0000000L05NAAS,1530031649000,005b0000000L05NAAS,1530031649000,,FALSE
01u0X00001B9qOLQAZ,IM Framework Z1 - Corporate,01sb00000028JroAAE,01t0X000008n2J7QAI,EUR,1,TRUE,FALSE,1530031662000,005b0000000L05NAAS,1530031662000,005b0000000L05NAAS,1530031662000,,FALSE
01u0X00001B9qOSQAZ,IM Framework Z1 - Denmark,01sb00000028JroAAE,01t0X000008n2IsQAI,EUR,1,TRUE,FALSE,1530031672000,005b0000000L05NAAS,1530031672000,005b0000000L05NAAS,1530031672000,,FALSE
01u0X00001B9qOUQAZ,IM Framework Z1 - Denmark,01sb00000028JroAAE,01t0X000008n2IsQAI,GBP,1,TRUE,FALSE,1530031672000,005b0000000L05NAAS,1530031672000,005b0000000L05NAAS,1530031672000,,FALSE
01u0X00001B9qOrQAJ,IM Framework Z1 - Italy,01sb00000028JroAAE,01t0X000008n2JCQAY,EUR,1,TRUE,FALSE,1530031724000,005b0000000L05NAAS,1530031724000,005b0000000L05NAAS,1530031724000,,FALSE
01u0X00001B9qPCQAZ,IM Framework Z1 - Switzerland,01sb00000028JroAAE,01t0X000008n2JlQAI,USD,1,TRUE,FALSE,1530031983000,005b0000000L05NAAS,1530031983000,005b0000000L05NAAS,1530031983000,,FALSE
01u0X00001B9qPHQAZ,IM Framework Z1 - UK,01sb00000028JroAAE,01t0X000008n2J2QAI,USD,1,TRUE,FALSE,1530031994000,005b0000000L05NAAS,1530031994000,005b0000000L05NAAS,1530031994000,,FALSE
01u0X00001B9qPLQAZ,IM Framework Z2,01sb00000028JroAAE,01t0X000008n2K5QAI,EUR,1,TRUE,FALSE,1530032035000,005b0000000L05NAAS,1530032035000,005b0000000L05NAAS,1530032035000,,FALSE
01u0X00001B9qPMQAZ,IM Framework Z2,01sb00000028JroAAE,01t0X000008n2K5QAI,USD,1,TRUE,FALSE,1530032035000,005b0000000L05NAAS,1530032035000,005b0000000L05NAAS,1530032035000,,FALSE
01u0X00001B9qQ1QAJ,IM KAM Reduced,01sb00000028JroAAE,01t0X000008n2IEQAY,GBP,1,TRUE,FALSE,1530032149000,005b0000000L05NAAS,1530032149000,005b0000000L05NAAS,1530032149000,,FALSE
01u0X00001B9qQLQAZ,IM KPI Managers - Belarus,01sb00000028JroAAE,01t0X000008n2NiQAI,GBP,1,TRUE,FALSE,1530032203000,005b0000000L05NAAS,1530032203000,005b0000000L05NAAS,1530032203000,,FALSE
01u0X00001B9qQQQAZ,IM KPI Managers - Bulgaria,01sb00000028JroAAE,01t0X000008n2NTQAY,GBP,1,TRUE,FALSE,1530032212000,005b0000000L05NAAS,1530032212000,005b0000000L05NAAS,1530032212000,,FALSE
01u0X00001B9qQVQAZ,IM KPI Managers - Czech-Slav,01sb00000028JroAAE,01t0X000008n2NdQAI,GBP,1,TRUE,FALSE,1530032330000,005b0000000L05NAAS,1530032330000,005b0000000L05NAAS,1530032330000,,FALSE
01u0X00001B9qQjQAJ,IM KPI Managers - Hungary,01sb00000028JroAAE,01t0X000008n2NYQAY,USD,1,TRUE,FALSE,1530032356000,005b0000000L05NAAS,1530032356000,005b0000000L05NAAS,1530032356000,,FALSE
01u0X00001B9qQzQAJ,IM KPI Managers - Russia,01sb00000028JroAAE,01t0X000008n2NEQAY,GBP,1,TRUE,FALSE,1530032383000,005b0000000L05NAAS,1530032383000,005b0000000L05NAAS,1530032383000,,FALSE
01u0X00001B9qR7QAJ,IM KPI Reps,01sb00000028JroAAE,01t0X000008n2O7QAI,EUR,1,TRUE,FALSE,1530032399000,005b0000000L05NAAS,1530032399000,005b0000000L05NAAS,1530032399000,,FALSE
01u0X00001B9qR8QAJ,IM KPI Reps,01sb00000028JroAAE,01t0X000008n2O7QAI,USD,1,TRUE,FALSE,1530032399000,005b0000000L05NAAS,1530032399000,005b0000000L05NAAS,1530032399000,,FALSE
01u0X00001B9qRJQAZ,IM KPI Reps - Baltics,01sb00000028JroAAE,01t0X000008n2OqQAI,GBP,1,TRUE,FALSE,1530032415000,005b0000000L05NAAS,1530032415000,005b0000000L05NAAS,1530032415000,,FALSE
01u0X00001B9qRNQAZ,IM KPI Reps - Belarus,01sb00000028JroAAE,01t0X000008n2OvQAI,USD,1,TRUE,FALSE,1530032422000,005b0000000L05NAAS,1530032422000,005b0000000L05NAAS,1530032422000,,FALSE
01u0X00001B9qROQAZ,IM KPI Reps - Belarus,01sb00000028JroAAE,01t0X000008n2OvQAI,GBP,1,TRUE,FALSE,1530032422000,005b0000000L05NAAS,1530032422000,005b0000000L05NAAS,1530032422000,,FALSE
01u0X00001B9qRdQAJ,IM KPI Reps - Germany,01sb00000028JroAAE,01t0X000008n2P0QAI,GBP,1,TRUE,FALSE,1530032447000,005b0000000L05NAAS,1530032447000,005b0000000L05NAAS,1530032447000,,FALSE
01u0X00001B9qRqQAJ,IM KPI Reps - Kazakstan,01sb00000028JroAAE,01t0X000008n2ORQAY,EUR,1,TRUE,FALSE,1530032529000,005b0000000L05NAAS,1530032529000,005b0000000L05NAAS,1530032529000,,FALSE
01u0X00001B9qS1QAJ,IM KPI Reps - Russia,01sb00000028JroAAE,01t0X000008n2OHQAY,USD,1,TRUE,FALSE,1530032544000,005b0000000L05NAAS,1530032544000,005b0000000L05NAAS,1530032544000,,FALSE
01u0X00001B9qS5QAJ,IM KPI Reps - Ukraine,01sb00000028JroAAE,01t0X000008n2OMQAY,EUR,1,TRUE,FALSE,1530032552000,005b0000000L05NAAS,1530032552000,005b0000000L05NAAS,1530032552000,,FALSE
01u0X00001B9qSFQAZ,Interfaces Maintenance - Czech-Slav,01sb00000028JroAAE,01t0X000008n2PtQAI,EUR,1,TRUE,FALSE,1530032571000,005b0000000L05NAAS,1530032571000,005b0000000L05NAAS,1530032571000,,FALSE
01u0X00001B9qSeQAJ,Interfaces Maintenance - Ukraine,01sb00000028JroAAE,01t0X000008n2PeQAI,EUR,1,TRUE,FALSE,1530032616000,005b0000000L05NAAS,1530032616000,005b0000000L05NAAS,1530032616000,,FALSE
01u0X00001B9qTIQAZ,Stock Handling,01sb00000028JroAAE,01t0X000008n2pcQAA,EUR,1,TRUE,FALSE,1530032772000,005b0000000L05NAAS,1530032772000,005b0000000L05NAAS,1530032772000,,FALSE
01u0X00001B9qTJQAZ,Stock Handling,01sb00000028JroAAE,01t0X000008n2pcQAA,USD,1,TRUE,FALSE,1530032772000,005b0000000L05NAAS,1530032772000,005b0000000L05NAAS,1530032772000,,FALSE
01u0X00001B9qTNQAZ,Stock Handling - Balkans,01sb00000028JroAAE,01t0X000008n2qQQAQ,EUR,1,TRUE,FALSE,1530032783000,005b0000000L05NAAS,1530032783000,005b0000000L05NAAS,1530032783000,,FALSE
01u0X00001B9qTZQAZ,Stock Handling - Bulgaria,01sb00000028JroAAE,01t0X000008n2q1QAA,GBP,1,TRUE,FALSE,1530032802000,005b0000000L05NAAS,1530032802000,005b0000000L05NAAS,1530032802000,,FALSE
01u0X00001B9qTcQAJ,Stock Handling - Czech-Slav,01sb00000028JroAAE,01t0X000008n2qBQAQ,EUR,1,TRUE,FALSE,1530032813000,005b0000000L05NAAS,1530032813000,005b0000000L05NAAS,1530032813000,,FALSE
