ID,ISDELETED,NAME,CURRENCYISOCODE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,LASTACTIVITYDATE,LASTVIEWEDDATE,LASTREFERENCEDDATE,ISACTIVE__C,EMAIL_FOOTER__C,QUALIFICATION__C,NO_OF_ASSESSMENTS_PASSES_REQUIRED__C,OVERALL_PASS_MARK__C,EMAIL_HEADER__C,CREDITS__C,LEVEL__C,EXCLUDE_FROM_BOOKING_CONFIRMATION__C,BRAND__C,MARKING_MODEL__C,FOLDER_ID__C,SUPPRESS_SELF_FUNDERS_ACCESS__C,CERTIFICATE_PROGRAMME_NAME__C,COMMUNICATION_LANGUAGE__C,EMAIL_WELCOME__C
a3z0X000000DlAKQA0,FALSE,ICA Specialist Certificate in Money Laundering Risk in Correspondent Banking IH,GBP,1548420766000,005b0000002eGGJAA2,1562683457000,0050X000008uaG0QAI,1565126233000,,,,TRUE,,a41b0000000PqvBAAS,1,69.5,When you log into the learning platform for the first time you will be prompted to change your password.  The learning platform is accessed via the ICA website and is where you will find all the materials relating to your course which will be available to you for three months and you can take the online assessment at any point during this period. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.  If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534.   We hope you enjoy your studies.,,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,,FALSE,ICA Specialist Certificate in Money Laundering Risk in Correspondent Banking,,
a3z0X000000DmvlQAC,FALSE,STEP Certificate in Anti Money Laundering - Exam Non VC,GBP,1549023417000,005b0000000L1KUAA0,1624548991000,0050X000008WJKzQAO,1624548992000,,,,TRUE,"All course materials are provided via our online learning platform. In order to gain access to this you will need to navigate to www.cltint.com and log in using your unique username and password. You should ensure that you log-on to the platform as soon as possible to access the resources available. Please check the course forum regularly as it will be used to share important course information. We would very much welcome your contribution to this so that all delegates can benefit from an interactive learning experience. Please note that if you are self-funding your access to the platform will not be activated until payment has been received . Your STEP Membership It is mandatory to become a member of STEP and maintain your STEP membership while studying a STEP qualification. If you are new to membership, STEP will conatct you within 6-8 weeks of your enrolment to welcome you to the association, provide you with your login details for the STEP website, direct you to information about the Society&#39;s Code of Professional Conduct, and tell you how to pay your membership fees. Membership of STEP offers professionals a number of benefits including opportunities to network, learn and share insights and knowldge across borders and practice areas. Members also have the opportunity to get involved in STEP&#39;s activities locally, nationally and internationally, from developing their local branch to contributing to technical or public policy debate on a global level. Being a member will keep you up to date, enhance your profile and develop your skills in specific or more extensive areas. To find out more, contact STEP at +44(0)20 3752 3700 or step@step.org. Should you have any queries please do not hesitate to contact the CLTI Team on +44(0)121 362 7733 or cltinternational@centlaw.com.",a41b0000000ciqwAAA,1,50,Details of your registration are as follows:,,,FALSE,a39b00000008fYRAAY,Exam only,,FALSE,STEP Certificate in Anti Money Laundering,English,
a3z0X000000NDGLQA4,FALSE,UAE Certificate in Regulatory and Financial Crime Compliance,GBP,1554889837000,005b0000000L1KUAA0,1572867971000,0050X000008uoG9QAI,1572867971000,,,,TRUE,,a41b0000000kJxOAAU,1,69.5,"Please take the time to review all of the material on the learning platform and make use of the support and guidance offered to you – you’ll find it invaluable when preparing for your online examination.<br><br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Your candidate number is listed at the top of this email and where possible should be quoted in all contact with us.<br><br>If you’re on LinkedIn, please join the ICT Network and Study group here <a href=""https://www.linkedin.com/groups/4246170"" target=""_blank"">https://www.linkedin.com/groups/4246170</a> and take the time to follow us on Twitter <a href=""https://twitter.com/ictcompliance"" target=""_blank"">https://twitter.com/ictcompliance</a> and Facebook <a href=""https://www.facebook.com/ictcompliance"" target=""_blank"">https://www.facebook.com/ictcompliance</a> for useful updates and tips.<br><br>We hope you enjoy the course and if you need to get in touch with us or your tutor at any point, please do so through the Q&amp;A Forum on the Learning Platform, by emailing us at <a href=""mailto:ict@int-comp.com"" target=""_blank"">ict@int-comp.com</a> or calling us on +44(0)121 362 7534.",,Certificate,FALSE,a39b0000000Tdo4AAC,Avg. of Assessments,,FALSE,ICA Specialist Certificate in Combating Financing of Terrorism,,
a3z0X000000NDTZQA4,FALSE,Certified Professional in Financial Crime Compliance,GBP,1555413559000,005b0000002eGGJAA2,1562683457000,0050X000008uaG0QAI,1565126233000,,,,TRUE,"We recommend that you attend all workshops as they really help bring the learning to life as well as provide guidance on how to approach your assessments. You’ll also get to meet other people on your course and benefit from shared experiences.<br><br>Your candidate number is listed at the top of this email and where possible should be quoted in all contact with us. You will also need this when submitting your ICA assessments.<br><br>If you’re on LinkedIn, please join the ICT Network and Study group here <a href=""https://protect-eu.mimecast.com/s/O2MmBC90lGS4"" target=""_blank"">https://www.linkedin.com/groups/4246170</a> and take the time to follow us on Twitter <a href=""https://protect-eu.mimecast.com/s/9xpJBtO4x8Fz"" target=""_blank"">https://twitter.com/ictcompliance</a> and Facebook <a href=""https://protect-eu.mimecast.com/s/l1EQBf24Vdtd"" target=""_blank"">https://www.facebook.com/ictcompliance</a> for useful updates and tips.<br><br>We hope you enjoy the course and if you need to get in touch with us or your tutor at any point, please do so through the Q&amp;A platform on the Learning Platform, by emailing us at <a href=""mailto:studentadmin@int-comp.com"" target=""_blank"">studentadmin@int-comp.com</a> or calling us on +65 6500 0017.",a410X000000LlLGQA0,1,49.5,"These log in details will give you access to ICA website <a href=""https://protect-eu.mimecast.com/s/MDQrBCoJd9Sr"" target=""_blank"">www.int-comp.org</a>, please note you will be asked to change your password on first access to this site also.<br><br>We’ve listed the dates that are relevant to your course below and we’ll email you approximately two weeks before each date to remind you and let you know about locations and timings for the workshops/exam.",,Postgraduate Diploma,TRUE,a39b0000000Tdo9AAC,Avg. of Assessments,,FALSE,ICA Professional Postgraduate Diploma in Financial Crime Compliance,,
a3z0X000000NDWTQA4,FALSE,ICA International Diploma In Anti Money Laundering (Exam Only),GBP,1555514104000,005b0000002eGGJAA2,1562683457000,0050X000008uaG0QAI,1565126233000,,,,TRUE,"<p>Your candidate number is listed at the top of this email and where possible should be quoted in all contact with us. You will also need this when submitting your ICA assessments.</p>

<p>If you’re on LinkedIn, please join the ICT Network and Study group here <a href=""https://www.linkedin.com/groups/4246170"" target=""_blank"">https://www.linkedin.com/groups/4246170</a> and take the time to follow us on Twitter <a href=""https://twitter.com/ictcompliance"" target=""_blank"">https://twitter.com/ictcompliance</a>and Facebook <a href=""https://www.facebook.com/ictcompliance"" target=""_blank"">https://www.facebook.com/ictcompliance</a> for useful updates and tips.</p>

<p>We hope you enjoy the course and if you need to get in touch with us or your tutor at any point, please do so through the Q&amp;A platform on the Learning Platform, by emailing us at studentadmin@int-comp.com or calling us on +65 6500 0010</p>",a410X000000tTqUQAU,1,49.5,We’ve listed the dates that are relevant to your course below and we’ll email you approximately two weeks before each date to remind you and let you know about locations and timings for the exam.,,Diploma,FALSE,a390X000000ouSfQAI,Avg. Assignments + Avg. Exams / 2,1,FALSE,ICA International Diploma In Anti Money Laundering,English,
a3z0X000000NE2UQAW,FALSE,ICA Certificate in Managing Sanctions Risk,GBP,1556882058000,005b0000002eGGJAA2,1562683458000,0050X000008uaG0QAI,1565126233000,,,,TRUE,"<i>Since you are taking the face-to-face tuition route, we recommend that you pre-read the course materials prior to attending the workshop, as it will enrich your learning experience. Attending the workshops really helps to bring the learning to life and also provides guidance on how to approach your assessments. You’ll also get to meet other people on your course and benefit from shared experiences.<br><br>Your candidate number is listed at the top of this email and where possible should be quoted in all contact with us. <br><br>If you’re on LinkedIn, please join the ICT Network and Study group here</i> <a href=""https://protect-eu.mimecast.com/s/O2MmBC90lGS4"" target=""_blank""><i><span style=""font-family: arial,sans-serif;""><span style=""font-size: 9.0pt;"">https://www.linkedin.com/groups/4246170</span></span></i></a><i> and take the time to follow us on Twitter </i><a href=""https://protect-eu.mimecast.com/s/9xpJBtO4x8Fz"" target=""_blank""><i><span style=""font-family: arial,sans-serif;""><span style=""font-size: 9.0pt;"">https://twitter.com/ictcompliance</span></span></i></a><i> and Facebook</i> <a href=""https://protect-eu.mimecast.com/s/l1EQBf24Vdtd"" target=""_blank""><i><span style=""font-family: arial,sans-serif;""><span style=""font-size: 9.0pt;"">https://www.facebook.com/ictcompliance</span></span></i></a><i> for useful updates and tips.<br><br>We hope you enjoy the course and if you need to get in touch with us or your tutor at any point, please do so through the Q&amp;A platform on the Learning Platform, by emailing us at</i>  <a href=""mailto:studentadmin@int-comp.com"" target=""_blank""><span style=""font-family: arial,sans-serif;""><span style=""font-size: 9.0pt;"">studentadmin@int-comp.com</span></span></a> <i>or calling us at +65 6500 0010.</i>",a410X000000LlMOQA0,1,70,"<i>These log in details will give you access to ICA website </i><a href=""https://protect-eu.mimecast.com/s/MDQrBCoJd9Sr"" target=""_blank""><i>www.int-comp.org</i></a><i>, please note you will be asked to change your password on first access to this site also.<br><br>We’ve listed the dates that are relevant to your course below and we’ll email you approximately two weeks before each date to remind you and let you know about locations and timings for the workshops/exam.</i>",,Certificate,FALSE,a390X00000017pRQAQ,Avg. of Assessments,47,TRUE,ICA Certificate in Managing Sanctions Risk,,
a3z0X000000ksjdQAA,FALSE,ICA Specialist Certificate in Money Laundering Risk in New Technology (DBS),GBP,1591623588000,0050X000008uoG9QAI,1595247612000,005b0000000LhNPAA0,1595247612000,,,,TRUE,"<i>Your materials relating to your course will be available to you for three months and you can take the online assessment at any point during this period.</i><br><br>Your candidate number is listed at the top of this email and where possible should be quoted in all contact with us. <br><br>We hope you enjoy the course and if you need to get in touch with us or your tutor at any point, please do so through the Q&amp;A platform on the Learning Platform, by emailing us at <a href=""mailto:studentadmin@int-comp.com"" target=""_blank"">studentadmin@int-comp.com</a> or calling us at +65 6500 0010.",a41b0000000Px3WAAS,1,69.5,"To access your course materials, go to the <a href=""http://www.int-comp.org"" target=""_blank"">ICA website</a> click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date. ",,Certificate,TRUE,a39b0000000Tdo9AAC,Avg. of Assessments,,TRUE,ICA Specialist Certificate in Money Laundering Risk in New Technology,English,
a3z0X000000ktOOQAY,FALSE,ICA Certificate in KYC & CDD (Cynopsis),GBP,1593091489000,0050X000008WJKzQAO,1595416216000,005b0000000LhNPAA0,1595416216000,,,,TRUE,"<i>Since you are taking the face-to-face tuition route, we recommend that you pre-read the course materials prior to attending the workshop, as it will enrich your learning experience. Attending the workshops really helps to bring the learning to life and also provides guidance on how to approach your assessments. You’ll also get to meet other people on your course and benefit from shared experiences.<br><br>Your candidate number is listed at the top of this email and where possible should be quoted in all contact with us. <br><br>If you’re on LinkedIn, please join the ICT Network and Study group here</i> <a href=""https://protect-eu.mimecast.com/s/O2MmBC90lGS4"" target=""_blank""><i>https://www.linkedin.com/groups/4246170</i></a><i> and take the time to follow us on Twitter </i><a href=""https://protect-eu.mimecast.com/s/9xpJBtO4x8Fz"" target=""_blank""><i>https://twitter.com/ictcompliance</i></a><i> and Facebook</i> <a href=""https://protect-eu.mimecast.com/s/l1EQBf24Vdtd"" target=""_blank""><i>https://www.facebook.com/ictcompliance</i></a><i> for useful updates and tips.<br><br>We hope you enjoy the course and if you need to get in touch with us or your tutor at any point, please do so through the Q&amp;A platform on the Learning Platform, by emailing us at</i>  <a href=""mailto:studentadmin@int-comp.com"" target=""_blank"">studentadmin@int-comp.com</a> <i>or calling us at +65 6500 0010.</i>",a41b00000009lQDAAY,1,69.5,"<i>These log in details will give you access to ICA website <a href=""https://protect-eu.mimecast.com/s/MDQrBCoJd9Sr"" target=""_blank"">www.int-comp.org</a>, please note you will be asked to change your password on first access to this site also.<br><br>We’ve listed the dates that are relevant to your course below and we’ll email you approximately two weeks before each date to remind you and let you know about locations and timings for the workshops/exam.</i>",,Certificate,TRUE,a39b0000000Tdo9AAC,Avg. of Assessments,,TRUE,ICA Certificate in KYC & CDD (Cynopsis),,
a3z0X000000ktOnQAI,FALSE,ICA Certificate in Financial Crime Prevention (VILT.),GBP,1593100268000,0050X000008WJKzQAO,1593528473000,0050X000008uoG9QAI,1593528473000,,,,TRUE,,a41b0000000ckTcAAI,1,70,,,Certificate,FALSE,a39b0000000Tdo9AAC,Avg. of Assessments,,TRUE,ICA Certificate in Financial Crime Prevention,,
a3z0X000000oQWqQAM,FALSE,ICA Advanced Certificate in Managing Sanctions Risk Online,GBP,1513700539000,005b0000005tEONAA2,1609246096000,005b0000003ge0wAAA,1609246096000,,,,FALSE,If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534. We hope you enjoy your studies.,a41b00000009iZHAAY,2,49.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  Your login will be activated on the course commencement date. When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date. ",,Advanced Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,58,FALSE,ICA Advanced Certificate in Managing Sanctions Risk,English,
a3z0X000000oclTQAQ,FALSE,ICA Specialist Cert in Financial Crime Risk in Mobile Financial Services Online,GBP,1519893394000,005b0000005tEONAA2,1562683457000,0050X000008uaG0QAI,1565126233000,,,,FALSE,"We recommend that you attend the workshop as it really helps bring the learning to life and you’ll also get to meet other people on your course and benefit from shared experiences.<br><br>Once the workshop has taken place you will be able to access the online examination.<br><br>Your candidate number is listed at the top of this email and where possible should be quoted in all contact with us.<br><br>If you’re on LinkedIn, please join the ICT Network and Study group here <a href=""https://www.linkedin.com/groups/4246170"" target=""_blank"">https://www.linkedin.com/groups/4246170</a> and take the time to follow us on Twitter <a href=""https://twitter.com/ictcompliance"" target=""_blank"">https://twitter.com/ictcompliance</a> and Facebook <a href=""https://www.facebook.com/ictcompliance"" target=""_blank"">https://www.facebook.com/ictcompliance</a> for useful updates and tips.<br><br>We hope you enjoy the course and if you need to get in touch with us or your tutor at any point, please do so through the Q&amp;A platform on the Learning Platform, by emailing us at <a href=""mailto:ict@int-comp.com"" target=""_blank"">ict@int-comp.com</a> or calling us on +44(0)121 362 7534.",a41b0000000PqvBAAS,1,69.5,"These log in details will give you access to ICT website and Learning Platform <a href=""http://learning.int-comp.com/"" target=""_blank"">http://learning.int-comp.com</a>, please note you will be asked to change your password on first access to this site also.<br><br>Please take the time to review all of the material on the learning platform and make use of the support and guidance offered to you – you’ll find it invaluable when preparing for your online examination.<br><br>Your workshop date is below and we’ll email you approximately two weeks before the workshop to confirm locations and timings.",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,,FALSE,ICA Specialist Certificate in Financial Crime Risk in Mobile Financial Services,English,
a3z0X000000D234QAC,FALSE,ICA International Advanced Certificate in Regulatory Compliance - no assessment,GBP,1531301304000,005b0000000L1KUAA0,1571311306000,005b0000000LhkBAAS,1571311306000,,,,TRUE,,a41b0000000PJMkAAO,1,50,<br> ,,Advanced Certificate,TRUE,a39b00000008hMSAAY,Exam only,16,FALSE,ICA International Advanced Certificate in Regulatory Compliance,,
a3z0X000000D23nQAC,FALSE,ICA Certificate in Anti Money Laundering - no assessment,GBP,1531305126000,005b0000000L1KUAA0,1562683457000,0050X000008uaG0QAI,1565126232000,,,,TRUE,,a41b0000000PJMzAAO,1,50,,,Certificate,TRUE,a39b00000008hMSAAY,Exam only,,FALSE,ICA Certificate in Anti Money Laundering,,
a3z0X000000D3WCQA0,FALSE,ICA Specialist Certificate in Combating Financing of Terrorism,GBP,1531909431000,005b0000000L1KUAA0,1591947954000,005b0000000LhTfAAK,1591947954000,,,,TRUE,<b>What happens next?</b> To get started with your studies watch this <a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">video</a>.<br><br>If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534. We hope you enjoy your studies.,a41b00000009jo0AAA,1,69.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date.",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,,FALSE,ICA Specialist Certificate in Combating Financing of Terrorism,,
a3z0X000000D3jLQAS,FALSE,ICA Certificate in Financial Crime Prevention Online,GBP,1531992407000,005b0000000L1KUAA0,1578475811000,005b0000003ge0wAAA,1578475811000,,,,TRUE,"<span style=""font-size: 11pt;""><span style=""font-family: Calibri,sans-serif;""><b><span style=""font-size: 10.0pt;""><span>What happens next? </span></span></b><span style=""font-size: 10.0pt;""><span>To get started with your studies watch this video. Hyperlink for the word video <a href=""http://www.kaltura.com/tiny/qnijl"" style=""font-family: Arial,sans-serif; color: blue; text-decoration: underline;"" target=""_blank"">http://www.kaltura.com/tiny/qnijl</a></span></span></span></span><br><br><br><span style=""font-size: 11pt;""><span style=""font-family: Calibri,sans-serif;"">If you have any questions please get in touch with us by emailing <a href=""mailto:studentservices@int-comp.org"" style=""font-family: Arial,sans-serif; color: blue; text-decoration: underline;"" target=""_blank""><span>studentservices@int-comp.org</span></a> or calling us on +44 (0)121 362 7534.<span style=""font-size: 10.0pt;""><span>  We wish you every success in your studies.</span></span></span></span><br> ",a41b0000000PJN1AAO,1,69.5,"<span style=""font-size: 11pt;""><span style=""""><span style=""""><span style=""font-family: Calibri,sans-serif;"">To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.</span></span></span></span><br><span style=""font-size: 11pt;""><span style=""""><span style=""""><span style=""font-family: Calibri,sans-serif;"">You’ll have access to the course for three months and you can take the online examination at any point during this period.</span></span></span></span><br><span style=""font-size: 11pt;""><span style=""""><span style=""""><span style=""font-family: Calibri,sans-serif;"">Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab.</span></span></span></span>",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,25,FALSE,ICA Certificate in Financial Crime Prevention,,
a3z0X000000D4ayQAC,FALSE,ICA Specialist Certificate in Managing Sanctions Risk,GBP,1532351810000,005b0000000L1KUAA0,1562683459000,0050X000008uaG0QAI,1565126232000,,,,FALSE,,a41b0000000kJxOAAU,1,70,"Please take the time to review all of the material on the learning platform and make use of the support and guidance offered to you – you’ll find it invaluable when preparing for your online examination.<br><br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Your candidate number is listed at the top of this email and where possible should be quoted in all contact with us.<br><br>If you’re on LinkedIn, please join the ICT Network and Study group here <a href=""https://www.linkedin.com/groups/4246170"" target=""_blank"">https://www.linkedin.com/groups/4246170</a> and take the time to follow us on Twitter <a href=""https://twitter.com/ictcompliance"" target=""_blank"">https://twitter.com/ictcompliance</a> and Facebook <a href=""https://www.facebook.com/ictcompliance"" target=""_blank"">https://www.facebook.com/ictcompliance</a> for useful updates and tips.<br><br>We hope you enjoy the course and if you need to get in touch with us or your tutor at any point, please do so through the Q&amp;A Forum on the Learning Platform, by emailing us at <a href=""mailto:ict@int-comp.com"" target=""_blank"">ict@int-comp.com</a> or calling us on +44(0)121 362 7534.",,Certificate,FALSE,a39b0000000Tdo4AAC,Avg. of Assessments,47,FALSE,ICA Specialist Certificate in Managing Sanctions Risk,,
a3z0X000000D4nTQAS,FALSE,ICA Certificate in Managing Sanctions Risk,GBP,1532443648000,005b0000000L1KUAA0,1573750926000,005b0000000LhV1AAK,1573750926000,,,,TRUE,<b>What happens next?</b> To get started with your studies watch this <a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">video</a>.<br><br>If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534. We hope you enjoy your studies.,a41b00000009jo0AAA,1,69.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date. ",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,,FALSE,ICA Certificate in Managing Sanctions Risk,,
a3z0X000000D59ZQAS,FALSE,ICA Specialist Cert in Financial Crime Risk in Global Banking and Markets,GBP,1532595060000,005b0000000L1KUAA0,1578476165000,005b0000003ge0wAAA,1578476165000,,,,TRUE,"<table border=""0"" cellpadding=""0"" cellspacing=""0""><tbody><tr><td colspan=""3"" rowspan=""1"">
			<table border=""0"" cellpadding=""0"" cellspacing=""0""><tbody><tr><td colspan=""1"" rowspan=""1""><b>What happens next? </b>To get started with your studies watch this video. Hyperlink for the word video <a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">http://www.kaltura.com/tiny/qnijl</a><br>						<br>						<br>						If you have any questions please get in touch with us by emailing <a href=""mailto:studentservices@int-comp.org"" target=""_blank"">studentservices@int-comp.org</a> or calling us on +44 (0)121 362 7534.  We wish you every success in your studies.</td></tr></tbody></table>
			</td></tr></tbody></table>",a41b0000000PqvBAAS,1,69.5,"<span style=""font-size: 11pt;""><span><span><span style=""font-family: Calibri,sans-serif;"">To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.</span></span></span></span><br><span style=""font-size: 11pt;""><span><span><span style=""font-family: Calibri,sans-serif;"">You’ll have access to the course for three months and you can take the online examination at any point during this period.</span></span></span></span><br><span style=""font-size: 11pt;""><span><span><span style=""font-family: Calibri,sans-serif;"">Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab.</span></span></span></span>",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,,FALSE,ICA Specialist Certificate in Financial Crime Risk in Global Banking and Markets,English,
a3z0X000000D6QRQA0,FALSE,ICA Certificado en Anticorrupción 2018,GBP,1533137069000,005b0000000L1KUAA0,1562683459000,0050X000008uaG0QAI,1565126232000,,,,TRUE,"<br>Le recomendamos que asista a todos los talleres ya que realmente ayudan a aplicar lo aprendido a la vida real, y proporcionan orientación sobre la forma de realizar su examen. También podrá conocer a otras personas de su curso y beneficiarse de las experiencias compartidas.<br> <br>Su número de candidato aparece en la parte superior de este correo electrónico y deberá mencionarlo siempre que sea posible cuando se ponga en contacto con nosotros. También tendrá que facilitarlo cuando envíe sus evaluaciones ICA.<br> <br>Si está en LinkedIn, por favor únase a la red de ICT y al Grupo de Estudio aquí <a href=""https://protect-eu.mimecast.com/s/qeElBipn64XUz?domain=linkedin.com"" target=""_blank""><span style=""color: windowtext;"">https://www.linkedin.com/groups/4246170</span></a> y tómese un momento para seguirnos en Twitter y Facebook <a href=""https://protect-eu.mimecast.com/s/4xzaBtVWqk2fW?domain=twitter.com"" target=""_blank""><span style=""color: windowtext;"">https://twitter.com/ictcompliance</span></a> <a href=""https://www.facebook.com/ictcompliance"" target=""_blank"">https:</a><a href=""https://www.facebook.com/ictcompliance"" target=""_blank""><span style=""color: windowtext;"">//www.facebook.com/ictcompliance</span></a>, para actualizaciones y consejos útiles.<br> <br>Esperamos que disfrute el curso. Si necesita ponerse en contacto con nosotros o con su tutor en cualquier momento, por favor hágalo a través de la Plataforma de Preguntas y Respuestas de la Plataforma de Aprendizaje, por correo electrónico a <a href=""mailto:ict@int-comp.com"" target=""_blank"">ict@int-comp.com</a> o llamando al teléfono +44 (0) 121 362 7534.",a41b00000009jo0AAA,1,69.5,Más abajo podrá ver una lista de las fechas relevantes para su curso. Le enviaremos un correo electrónico aproximadamente dos semanas antes de cada fecha para recordársela y para comunicarle los lugares de celebración y los horarios de los talleres y del examen.<br> ,,Certificate,TRUE,a39b00000008hMSAAY,Avg. of Assessments,,FALSE,ICA Certificado en Anticorrupción,Spanish,
a3z0X000000D6QbQAK,FALSE,"ICA Specialist Cert in ML Risk in New Payments, Products & Svs (Workshop)",GBP,1533138183000,005b0000000L1KUAA0,1562683459000,0050X000008uaG0QAI,1565126232000,,,,FALSE,,a41b0000000PqvBAAS,1,69.5,When you log into the learning platform for the first time you will be prompted to change your password.  The learning platform is accessed via the ICA website and is where you will find all the materials relating to your course which will be available to you for three months and you can take the online assessment at any point during this period. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.  If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534.   We hope you enjoy your studies.,,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,45,FALSE,"ICA Specialist Certificate in Money Laundering Risk in New Payments, Products & Services",English,
a3z0X000000D6nfQAC,FALSE,ICA Specialist Certificate in Money Laundering Risk in Betting and Gaming,GBP,1533297684000,005b0000000L1KUAA0,1591947740000,005b0000000LhTfAAK,1591947740000,,,,TRUE,<b>What happens next?</b> To get started with your studies watch this <a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">video</a>.<br><br>If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534. We hope you enjoy your studies.,a41b0000000PqvBAAS,1,69.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date.",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,50,FALSE,ICA Specialist Certificate in Money Laundering Risk in Betting and Gaming,English,
a3z0X000000D7wdQAC,FALSE,ICA Specialist Certificate in Money Laundering Risk in Private Banking,GBP,1533801659000,005b0000000L1KUAA0,1591947792000,005b0000000LhTfAAK,1591947792000,,,,TRUE,<b>What happens next?</b> To get started with your studies watch this <a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">video</a>.<br><br>If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534. We hope you enjoy your studies.,a41b0000000PqvBAAS,1,69.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date.",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,53,FALSE,ICA Specialist Certificate in Money Laundering Risk in Private Banking,,
